date,max_temperature,min_temperature
16/01/2010,23.7,6.1
17/01/2010,26.3,9.2
18/01/2010,19.8,15
19/01/2010,18.2,11.7
20/01/2010,18,13.2
21/01/2010,14.8,10.7
22/01/2010,20.1,6.5
23/01/2010,20.5,9
24/01/2010,18.7,10.7
25/01/2010,17.1,11.3
26/01/2010,14.5,11.1
27/01/2010,16.8,5.9
28/01/2010,21.4,4.5
29/01/2010,23.6,9.9
30/01/2010,27.2,9.8
31/01/2010,22.9,11.6
01/02/2010,20.6,8.5
02/02/2010,20.1,6.8
03/02/2010,17.8,8.3
04/02/2010,15.2,9.5
05/02/2010,14.8,9
06/02/2010,14.8,2.7
07/02/2010,18.4,2.5
08/02/2010,18.7,5.5
09/02/2010,20.9,13.7
10/02/2010,22.1,8.1
11/02/2010,27.4,11.2
12/02/2010,22.9,13.9
13/02/2010,27.2,9.2
14/02/2010,31.1,11.3
15/02/2010,33.1,17.3
16/02/2010,27,14
17/02/2010,29.7,14.9
18/02/2010,30.4,13.3
19/02/2010,24.3,14.2
20/02/2010,26.6,9.6
21/02/2010,31.5,10.5
22/02/2010,20.2,15.8
23/02/2010,20.5,12.7
24/02/2010,20.2,11.4
25/02/2010,21,9.3
26/02/2010,18.7,12.1
27/02/2010,19.1,12.4
28/02/2010,18.7,13.2
01/03/2010,19.4,14.9
02/03/2010,21.2,12.1
03/03/2010,20.4,12.2
04/03/2010,20.5,12.7
05/03/2010,30,10.4
06/03/2010,21.5,11.9
07/03/2010,22.2,10.7
08/03/2010,33.8,11.9
09/03/2010,34.6,18.5
10/03/2010,26.4,15.9
11/03/2010,36.8,16.4
12/03/2010,25.8,15.8
13/03/2010,24.6,17
14/03/2010,33.3,14.6
15/03/2010,33.5,17.5
16/03/2010,20.4,16.7
17/03/2010,19,12.5
18/03/2010,18.9,12.2
19/03/2010,18.7,8.7
20/03/2010,20,6.5
21/03/2010,24.5,5.5
22/03/2010,26.5,9.2
23/03/2010,28.8,14.8
24/03/2010,22.5,13.5
25/03/2010,20.6,16.8
26/03/2010,18.5,11.3
27/03/2010,19.3,13.1
28/03/2010,21.9,13.7
29/03/2010,20.4,12.3
30/03/2010,20.6,10.3
31/03/2010,21,8.6
01/04/2010,26.3,9.3
02/04/2010,29.4,9.5
03/04/2010,32.2,12.1
04/04/2010,23.2,14.2
05/04/2010,22.1,12.5
06/04/2010,22.8,16
07/04/2010,21.5,13.8
08/04/2010,21.6,11.8
09/04/2010,21.6,11.4
10/04/2010,25.9,11.5
11/04/2010,35.2,16.8
12/04/2010,21.2,16.3
13/04/2010,21.6,12.7
14/04/2010,21.5,11.6
15/04/2010,23.4,10.9
16/04/2010,24.8,12
17/04/2010,23.9,15.8
18/04/2010,25.4,11.8
19/04/2010,27.7,13.1
20/04/2010,31.1,15.4
21/04/2010,24.8,17.7
22/04/2010,22.5,15.5
23/04/2010,23.3,14.5
24/04/2010,23.4,11.8
25/04/2010,26.4,11.1
26/04/2010,25,16.2
27/04/2010,31.2,12.4
28/04/2010,25.7,17.3
29/04/2010,23.8,15.5
30/04/2010,23.1,16.1
01/05/2010,24,12.2
02/05/2010,23,17.2
03/05/2010,23.9,14.5
04/05/2010,25.3,11.5
05/05/2010,25.6,12.5
06/05/2010,25.8,12.3
07/05/2010,27.6,13.5
08/05/2010,31.2,14.9
09/05/2010,34.5,15.2
10/05/2010,39.8,22.3
11/05/2010,25.6,19.1
12/05/2010,25.8,15.7
13/05/2010,26.1,17.7
14/05/2010,29.2,15
15/05/2010,29.8,14.8
16/05/2010,32.2,17.3
17/05/2010,29.1,20.9
18/05/2010,24.4,20.8
19/05/2010,24.4,18.4
20/05/2010,25,16.7
21/05/2010,24.7,14.5
22/05/2010,32.2,15.7
23/05/2010,24.9,19.7
24/05/2010,25,17.5
25/05/2010,25.6,15.4
26/05/2010,28.8,18.3
27/05/2010,29.1,19.7
28/05/2010,26.3,21.3
29/05/2010,26.9,19.7
30/05/2010,27.8,18.2
31/05/2010,29.2,17.1
01/06/2010,33.9,17.9
02/06/2010,32,21.3
03/06/2010,29.3,21.5
04/06/2010,26.8,19
05/06/2010,26.7,19.3
06/06/2010,30,19.3
07/06/2010,30.9,18.9
08/06/2010,27.3,20.2
09/06/2010,27.4,20.5
10/06/2010,28,19.8
11/06/2010,34.4,18.5
12/06/2010,28.4,24
13/06/2010,29.1,21.7
14/06/2010,28.5,20.7
15/06/2010,29,20.4
16/06/2010,30.3,21.1
17/06/2010,32.3,22.7
18/06/2010,31.8,23.2
19/06/2010,30.4,21.2
20/06/2010,35.3,21.3
21/06/2010,38.9,20.9
22/06/2010,34.7,22.9
23/06/2010,29.9,22
24/06/2010,28.8,24.1
25/06/2010,29.1,21.8
26/06/2010,28.4,22.6
27/06/2010,28.8,20.6
28/06/2010,30.7,18.5
29/06/2010,38,19.3
30/06/2010,29.3,21.4
01/07/2010,29,21.3
02/07/2010,29.1,21.8
03/07/2010,29.4,21.4
04/07/2010,30.3,22.3
05/07/2010,31,22.7
06/07/2010,31.2,21.9
07/07/2010,30.1,20.2
08/07/2010,30.7,22.5
09/07/2010,30.4,21.6
10/07/2010,30.3,24
11/07/2010,29.8,25.1
12/07/2010,30.7,25.6
13/07/2010,30.8,23.2
14/07/2010,31.2,22.9
15/07/2010,31.3,24.3
16/07/2010,32.8,23.7
17/07/2010,31.6,22.9
18/07/2010,31.2,23.7
19/07/2010,31.2,23.9
20/07/2010,30.9,23.5
21/07/2010,30.8,23.3
22/07/2010,31.5,23.4
23/07/2010,31.7,23.8
24/07/2010,31.9,24.6
25/07/2010,32.7,23.9
26/07/2010,33.7,24.3
27/07/2010,32.6,22.5
28/07/2010,30.8,25.9
29/07/2010,31.2,24.2
30/07/2010,31,23.3
31/07/2010,32.9,27.9
01/08/2010,34.2,27.1
02/08/2010,32.7,27.4
03/08/2010,32.2,26.7
04/08/2010,32.2,25.9
05/08/2010,35.1,24
06/08/2010,36.2,21.7
07/08/2010,33.6,24
08/08/2010,32.1,26.1
09/08/2010,31.9,24.8
10/08/2010,31.6,23.8
11/08/2010,32.2,24.3
12/08/2010,33,25.2
13/08/2010,32.3,24
14/08/2010,32.5,25.1
15/08/2010,32.6,26.2
16/08/2010,33.2,25.9
17/08/2010,33.8,25.7
18/08/2010,34.1,25.3
19/08/2010,34.4,24.8
20/08/2010,35,26.3
21/08/2010,32.7,26.1
22/08/2010,33.4,25.3
23/08/2010,33.4,25
24/08/2010,34.1,25.3
25/08/2010,33.4,26.2
26/08/2010,33,25
27/08/2010,33.3,24.5
28/08/2010,32.9,25.4
29/08/2010,33.2,24.2
30/08/2010,32.4,24.6
31/08/2010,32.2,24.6
01/09/2010,32.7,24.2
02/09/2010,32.6,24.6
03/09/2010,33.1,23.5
04/09/2010,31.9,21.6
05/09/2010,32.2,24.7
06/09/2010,32.3,22.9
07/09/2010,32.9,25.3
08/09/2010,32.1,24.6
09/09/2010,31,21
10/09/2010,31.4,22.2
11/09/2010,31.9,23.4
12/09/2010,31.5,23.7
13/09/2010,31.7,23.5
14/09/2010,31.1,23.5
15/09/2010,31.5,21.2
16/09/2010,31.9,23.6
17/09/2010,30.1,26.2
18/09/2010,30.5,22
19/09/2010,31.1,21.3
20/09/2010,32.3,21.8
21/09/2010,32.5,25.2
22/09/2010,32.8,23.3
23/09/2010,32.1,24.8
24/09/2010,31.8,22.5
25/09/2010,32,27.2
26/09/2010,32.1,22.5
27/09/2010,33.1,22.4
28/09/2010,33.1,21.4
29/09/2010,31.5,21
30/09/2010,33.8,22.9
01/10/2010,34.8,21.9
02/10/2010,37.5,21.4
03/10/2010,34.2,22.9
04/10/2010,30.8,22.2
05/10/2010,29.8,21
06/10/2010,29.5,19.8
07/10/2010,29.3,19.2
08/10/2010,29.1,20.8
09/10/2010,28.5,21.2
10/10/2010,29.4,17.7
11/10/2010,28.6,22.1
12/10/2010,28.7,17.2
13/10/2010,31,17.2
14/10/2010,36.6,18.4
15/10/2010,35.7,20.4
16/10/2010,32.7,22
17/10/2010,32.2,23.1
18/10/2010,31.8,18.4
19/10/2010,36.6,18.3
20/10/2010,41.8,20.8
21/10/2010,34.5,23
22/10/2010,28.9,24.5
23/10/2010,27.9,22
24/10/2010,27.7,17.9
25/10/2010,27.4,17.7
26/10/2010,27.1,17.2
27/10/2010,27.8,16.5
28/10/2010,35,16.6
29/10/2010,27.9,23.2
30/10/2010,25.7,19.4
31/10/2010,26.8,18.4
01/11/2010,27.1,16.2
02/11/2010,27.3,14.7
03/11/2010,30.9,13.4
04/11/2010,32.9,21.1
05/11/2010,33.7,17.3
06/11/2010,29.6,15.2
07/11/2010,25.9,14.2
08/11/2010,25.3,13.9
09/11/2010,27.5,11.3
10/11/2010,29.9,14.9
11/11/2010,27.8,16
12/11/2010,27.6,19.6
13/11/2010,27.9,17.5
14/11/2010,36.6,14.4
15/11/2010,28.2,17.8
16/11/2010,27,17.4
17/11/2010,26.4,17.4
18/11/2010,26.9,16.6
19/11/2010,27.7,15.3
20/11/2010,26.3,12.8
21/11/2010,25.4,16
22/11/2010,25.5,17.4
23/11/2010,24.8,13.5
24/11/2010,24.9,11.4
25/11/2010,25.4,10.8
26/11/2010,26,10.1
27/11/2010,27.5,9.3
28/11/2010,27.1,10.6
29/11/2010,27.9,11.5
30/11/2010,29.6,8.6
01/12/2010,28.3,8.3
02/12/2010,27.1,7.2
03/12/2010,30.7,7.7
04/12/2010,29.4,7.3
05/12/2010,26.7,7.1
06/12/2010,22.5,16.4
07/12/2010,22.8,14.9
08/12/2010,24.3,11.1
09/12/2010,24.5,11.6
10/12/2010,23,11.8
11/12/2010,22,16.1
12/12/2010,17.5,9.5
13/12/2010,16.4,7.6
14/12/2010,20,10.2
15/12/2010,23,5.9
16/12/2010,25.9,8.2
17/12/2010,23.9,8.5
18/12/2010,20.6,12.9
19/12/2010,20.7,8.2
20/12/2010,22.4,8.8
21/12/2010,25.8,9.6
22/12/2010,22.9,10.4
23/12/2010,21.7,9.5
24/12/2010,22.3,10.3
25/12/2010,22.4,9.4
26/12/2010,24,7.5
27/12/2010,26.8,8.7
28/12/2010,28.6,13.4
29/12/2010,23,12.2
30/12/2010,21.1,12.8
31/12/2010,21.4,11.3
01/01/2011,18.3,13.8
02/01/2011,20.9,12.2
03/01/2011,21.8,9.1
04/01/2011,18.2,11.4
05/01/2011,18.5,12.2
06/01/2011,19.2,11.8
07/01/2011,20,8
08/01/2011,17.5,11
09/01/2011,18,10.1
10/01/2011,19,10.8
11/01/2011,20.7,9.6
12/01/2011,21.7,9
13/01/2011,21.5,11.6
14/01/2011,20.1,7.8
15/01/2011,17.1,10.5
16/01/2011,16.3,9.5
17/01/2011,21.8,10
18/01/2011,20.2,12
19/01/2011,20.1,7.1
20/01/2011,20,6.6
21/01/2011,21.6,6.6
22/01/2011,21.6,7.2
23/01/2011,20.9,7.5
24/01/2011,19.8,8
25/01/2011,18.6,6.9
26/01/2011,18.5,9.2
27/01/2011,24,11.3
28/01/2011,21.1,10.9
29/01/2011,24.1,14.2
30/01/2011,18.6,14
31/01/2011,18,13.4
01/02/2011,17.2,11
02/02/2011,15.4,8.5
03/02/2011,15.4,5
04/02/2011,18.1,13.7
05/02/2011,18.6,13.6
06/02/2011,20.9,8.4
07/02/2011,18.1,12
08/02/2011,20,11.7
09/02/2011,20,9.8
10/02/2011,16.6,10.4
11/02/2011,18.9,11
12/02/2011,19.1,6.9
13/02/2011,18.6,10.3
14/02/2011,19.8,8.9
15/02/2011,23.9,11.8
16/02/2011,19.2,14.2
17/02/2011,21.2,12.6
18/02/2011,23.4,8.6
19/02/2011,26.4,8.6
20/02/2011,19.1,13.4
21/02/2011,19.3,13.5
22/02/2011,22.3,9.4
23/02/2011,24.9,9.6
24/02/2011,25.1,11.3
25/02/2011,20.8,12
26/02/2011,20,11.8
27/02/2011,20.8,11.2
28/02/2011,20.1,8.4
01/03/2011,21,10.1
02/03/2011,20.8,9
03/03/2011,22.9,7.8
04/03/2011,23.1,8.7
05/03/2011,21.7,10.3
06/03/2011,26.2,9
07/03/2011,24.3,15
08/03/2011,19.4,12.3
09/03/2011,16.4,11.2
10/03/2011,14.1,9
11/03/2011,13,9
12/03/2011,18.3,9
13/03/2011,19.9,6.6
14/03/2011,19.4,6.4
15/03/2011,25.1,7.1
16/03/2011,26.7,7.5
17/03/2011,25,6.9
18/03/2011,25.2,9.2
19/03/2011,26,13.5
20/03/2011,25.7,14.4
21/03/2011,23,14.9
22/03/2011,21.5,13.6
23/03/2011,20.7,13.3
24/03/2011,17.3,11.5
25/03/2011,18.6,9
26/03/2011,20.3,8.3
27/03/2011,20.7,8.5
28/03/2011,20.3,9.7
29/03/2011,21,9.7
30/03/2011,22.4,9.3
31/03/2011,26.6,9.6
01/04/2011,29.8,13.4
02/04/2011,25,15.5
03/04/2011,25.5,12.9
04/04/2011,18.9,12.8
05/04/2011,19.7,12.9
06/04/2011,20.7,12.9
07/04/2011,22.3,11.3
08/04/2011,27.2,12.3
09/04/2011,22.4,12.6
10/04/2011,24.8,13.7
11/04/2011,23.4,13.3
12/04/2011,20.9,16
13/04/2011,20.5,12.6
14/04/2011,23.7,8.9
15/04/2011,27.9,9.6
16/04/2011,34.1,12.6
17/04/2011,37.1,16
18/04/2011,39,19.6
19/04/2011,26.4,18.5
20/04/2011,23.2,13.6
21/04/2011,22.2,13.1
22/04/2011,20.2,12.6
23/04/2011,22.8,13.2
24/04/2011,24.3,11.2
25/04/2011,22.8,12.6
26/04/2011,24.3,12.9
27/04/2011,28.5,12.7
28/04/2011,25,17.6
29/04/2011,25.3,17.6
30/04/2011,23.5,16.4
01/05/2011,24,16.3
02/05/2011,34.6,14
03/05/2011,24.7,15.2
04/05/2011,35.8,15.2
05/05/2011,32.2,19.7
06/05/2011,24.7,18.8
07/05/2011,24.1,18.7
08/05/2011,24.8,15.6
09/05/2011,24.3,14.2
10/05/2011,24.8,16.1
11/05/2011,28.3,14.1
12/05/2011,25.3,17.2
13/05/2011,23.9,15.4
14/05/2011,22.9,14.2
15/05/2011,24.3,15.4
16/05/2011,25.9,12.8
17/05/2011,28.2,19.3
18/05/2011,26.4,20.6
19/05/2011,28.6,18.6
20/05/2011,32.2,17.3
21/05/2011,26.6,17.2
22/05/2011,26.8,16.3
23/05/2011,27.3,17.4
24/05/2011,27.6,18.1
25/05/2011,28.7,18.1
26/05/2011,29.6,17.9
27/05/2011,34.5,18.4
28/05/2011,33.1,23.7
29/05/2011,27.6,19.5
30/05/2011,27.7,18.8
31/05/2011,27.2,18.3
01/06/2011,27.1,18.2
02/06/2011,27.2,18.3
03/06/2011,27.6,18
04/06/2011,27.6,19.9
05/06/2011,28.2,20.4
06/06/2011,28.8,20.5
07/06/2011,29,21.6
08/06/2011,29.9,20
09/06/2011,30.9,20.1
10/06/2011,33.5,20.9
11/06/2011,29,21.9
12/06/2011,29.1,21.5
13/06/2011,28.7,21.9
14/06/2011,28.7,21.3
15/06/2011,29.3,19.6
16/06/2011,28.9,20.1
17/06/2011,28.7,20.3
18/06/2011,28.6,20.2
19/06/2011,28.9,20.2
20/06/2011,29.5,20.6
21/06/2011,30.3,22.3
22/06/2011,30.7,22.2
23/06/2011,31,23.1
24/06/2011,31.2,23.7
25/06/2011,30.8,21.7
26/06/2011,30.4,22.2
27/06/2011,30.6,19.6
28/06/2011,30,21
29/06/2011,29.1,22.7
30/06/2011,29.2,20.6
01/07/2011,29.9,20.8
02/07/2011,29.9,20.3
03/07/2011,30.9,20.2
04/07/2011,31.1,21.4
05/07/2011,30.3,20.6
06/07/2011,31.1,20.7
07/07/2011,31,22.1
08/07/2011,31.7,22.9
09/07/2011,31.4,23.1
10/07/2011,32.4,23.4
11/07/2011,32.6,21.4
12/07/2011,32.2,23.6
13/07/2011,32.1,23.2
14/07/2011,32.4,21.8
15/07/2011,32,21
16/07/2011,31.8,23.9
17/07/2011,32.5,23.9
18/07/2011,32,24.6
19/07/2011,32.6,24.3
20/07/2011,33.5,23.2
21/07/2011,33.4,22.8
22/07/2011,33.2,22.4
23/07/2011,31.6,24.3
24/07/2011,32.4,24.3
25/07/2011,35.8,24.2
26/07/2011,33.4,26.2
27/07/2011,33.2,25
28/07/2011,33.4,25
29/07/2011,32.9,23.6
30/07/2011,33.2,24.4
31/07/2011,33,25.9
01/08/2011,33.4,25.4
02/08/2011,33.1,24
03/08/2011,33.6,24.8
04/08/2011,32.9,24.2
05/08/2011,32.9,24.5
06/08/2011,32.7,24.5
07/08/2011,32.8,24.8
08/08/2011,32.9,24.2
09/08/2011,32.6,24.8
10/08/2011,33.2,25.4
11/08/2011,32.7,24.6
12/08/2011,32.6,24.7
13/08/2011,31.3,25
14/08/2011,32,24.4
15/08/2011,32.2,22.6
16/08/2011,31.9,22.6
17/08/2011,32,23.2
18/08/2011,32,23.2
19/08/2011,31.6,22.7
20/08/2011,32.5,22.3
21/08/2011,32.7,23.2
22/08/2011,33,23.4
23/08/2011,33.3,22.1
24/08/2011,32.3,23.8
25/08/2011,32.5,23.9
26/08/2011,32.3,22.1
27/08/2011,32.1,23.5
28/08/2011,31.9,23.6
29/08/2011,31.9,22.8
30/08/2011,31.6,21.3
31/08/2011,31.8,22.7
01/09/2011,32,23.8
02/09/2011,31.7,22.8
03/09/2011,31.8,21.6
04/09/2011,31.9,18.6
05/09/2011,31.9,21.1
06/09/2011,32.4,24.8
07/09/2011,32.1,23.7
08/09/2011,31.8,21.7
09/09/2011,31.3,21.6
10/09/2011,31.3,22.3
11/09/2011,31.8,22.2
12/09/2011,32.3,23.2
13/09/2011,31.8,23.3
14/09/2011,31.5,22.4
15/09/2011,31,22.1
16/09/2011,30.9,21.7
17/09/2011,31.4,21
18/09/2011,31.6,19.8
19/09/2011,32.8,22.7
20/09/2011,31.3,22.4
21/09/2011,30.7,22
22/09/2011,30.8,21.7
23/09/2011,31.2,21.4
24/09/2011,29.3,22.1
25/09/2011,30.1,21.3
26/09/2011,30.3,20.2
27/09/2011,30.5,20.3
28/09/2011,30.6,21.2
29/09/2011,30.9,21.9
30/09/2011,30.5,21.4
01/10/2011,30.8,21.3
02/10/2011,30.2,18.7
03/10/2011,30.1,18.4
04/10/2011,29.4,18.1
05/10/2011,29.6,18.9
06/10/2011,29.8,19.5
07/10/2011,29.4,20.7
08/10/2011,29.2,18.2
09/10/2011,34.3,17.1
10/10/2011,35.5,18.5
11/10/2011,32.5,20.8
12/10/2011,28.3,23.6
13/10/2011,28.8,18.4
14/10/2011,28.4,16.2
15/10/2011,28.1,16.7
16/10/2011,28.7,17.7
17/10/2011,28.9,18
18/10/2011,28.3,16.7
19/10/2011,25.4,18.9
20/10/2011,26.9,14.4
21/10/2011,32.8,12.7
22/10/2011,30.2,16.7
23/10/2011,27.7,19
24/10/2011,27.9,17.4
25/10/2011,27.3,17
26/10/2011,27.1,19.6
27/10/2011,26.9,18
28/10/2011,26.1,15.3
29/10/2011,25.4,14.3
30/10/2011,25.9,15
31/10/2011,24.5,13.8
01/11/2011,25,13.1
02/11/2011,25.9,11.3
03/11/2011,25.4,14.2
04/11/2011,24.4,16.4
05/11/2011,23.7,12.6
06/11/2011,23.8,14.2
07/11/2011,24.1,12.8
08/11/2011,24,11.6
09/11/2011,25.1,9.7
10/11/2011,25.2,11
11/11/2011,26.2,9.1
12/11/2011,25.9,9.9
13/11/2011,27,11.4
14/11/2011,24.5,14.5
15/11/2011,20.5,14.1
16/11/2011,18.9,14.3
17/11/2011,18.2,14.7
18/11/2011,18.4,14.1
19/11/2011,19.9,13.5
20/11/2011,19,12.8
21/11/2011,20.8,11.4
22/11/2011,22,9.2
23/11/2011,22.2,8.4
24/11/2011,22.4,12.6
25/11/2011,20,11.8
26/11/2011,19.6,7.6
27/11/2011,18.7,6.8
28/11/2011,20.7,5.5
29/11/2011,20.4,5.5
30/11/2011,22.1,7
01/12/2011,20.1,6.1
02/12/2011,23.6,5.3
03/12/2011,20.4,4.6
04/12/2011,23.2,4.3
05/12/2011,23.5,8.6
06/12/2011,20.5,4.8
07/12/2011,20.6,6.2
08/12/2011,20.3,8.3
09/12/2011,20.9,13
10/12/2011,18.7,11.2
11/12/2011,20.8,5.9
12/12/2011,20.4,4.5
13/12/2011,20.8,5.3
14/12/2011,19,9.2
15/12/2011,19.8,8.6
16/12/2011,20.9,7.7
17/12/2011,21.9,11.6
18/12/2011,23.7,8.8
19/12/2011,27.5,9.7
20/12/2011,26.9,14.6
21/12/2011,20.4,14.4
22/12/2011,22.3,9.3
23/12/2011,21.1,11.8
24/12/2011,18.4,11.3
25/12/2011,17.4,11.8
26/12/2011,18.9,13.5
27/12/2011,17.9,7.1
28/12/2011,19,5.2
29/12/2011,20.5,4.7
30/12/2011,16.6,7.3
31/12/2011,18.9,9.6
01/01/2012,18,9.1
02/01/2012,17,10.6
03/01/2012,18.9,10.1
04/01/2012,19.6,6.8
05/01/2012,19.6,6.3
06/01/2012,17.6,10.6
07/01/2012,19.4,5.2
08/01/2012,16.9,8.6
09/01/2012,17.3,10
10/01/2012,19.5,5.2
11/01/2012,14.7,7.4
12/01/2012,15.5,8.3
13/01/2012,11.7,7.1
14/01/2012,12.5,8.9
15/01/2012,17.2,7.5
16/01/2012,17.4,7.9
17/01/2012,14.6,9.6
18/01/2012,16.5,8.2
19/01/2012,16.1,7.8
20/01/2012,14.8,8.6
21/01/2012,17.4,5.6
22/01/2012,13.9,7.5
23/01/2012,17.3,10.3
24/01/2012,19.5,7.4
25/01/2012,22.4,11.7
26/01/2012,19.3,9.3
27/01/2012,17.4,11.7
28/01/2012,17.7,9.9
29/01/2012,18.3,9.7
30/01/2012,15.5,9.5
31/01/2012,17.6,11.8
01/02/2012,15.5,8.6
02/02/2012,16.9,9.1
03/02/2012,19.2,4.5
04/02/2012,21.1,7.3
05/02/2012,23.1,9.4
06/02/2012,21.9,6.8
07/02/2012,19.7,13.4
08/02/2012,16.3,7.9
09/02/2012,17.1,4.4
10/02/2012,16.6,8.7
11/02/2012,18.1,7
12/02/2012,21.5,9.2
13/02/2012,23.2,7
14/02/2012,20,8.1
15/02/2012,20.6,11.8
16/02/2012,17.3,11.1
17/02/2012,16.4,10.3
18/02/2012,14.8,9.2
19/02/2012,15.7,8.4
20/02/2012,15.7,4.4
21/02/2012,19.4,8.3
22/02/2012,22.1,6.2
23/02/2012,21.3,7.9
24/02/2012,17.5,8.9
25/02/2012,18.7,8.5
26/02/2012,16.6,10.5
27/02/2012,21.1,7.8
28/02/2012,23.9,7.5
29/02/2012,15.3,9.2
01/03/2012,12.3,7.9
02/03/2012,13.7,7.9
03/03/2012,15.1,6.9
04/03/2012,17.8,10.1
05/03/2012,18.9,7.5
06/03/2012,19.9,6
07/03/2012,20.9,6.4
08/03/2012,19.8,8.5
09/03/2012,22.1,6.5
10/03/2012,24.5,7.1
11/03/2012,30.4,11.6
12/03/2012,26.5,15.6
13/03/2012,23.5,11
14/03/2012,19.5,12.5
15/03/2012,16.4,11.4
16/03/2012,17.5,11.7
17/03/2012,14.2,7.1
18/03/2012,18.2,3.4
19/03/2012,21.4,2.4
20/03/2012,23.3,7.4
21/03/2012,22.1,6.1
22/03/2012,20.7,8.7
23/03/2012,21,9.5
24/03/2012,24.8,7.8
25/03/2012,22,11.8
26/03/2012,20.7,13.4
27/03/2012,19.9,11.9
28/03/2012,19.7,12.3
29/03/2012,20,9.8
30/03/2012,19.8,9.5
31/03/2012,20.6,8.6
01/04/2012,27.6,7.7
02/04/2012,22.6,16
03/04/2012,22.4,10.7
04/04/2012,23.7,9.7
05/04/2012,27,12.6
06/04/2012,27.2,13.7
07/04/2012,32.4,12.9
08/04/2012,31,18.2
09/04/2012,25.5,17.5
10/04/2012,28.7,14.6
11/04/2012,22.2,14.4
12/04/2012,20.8,11.8
13/04/2012,22.1,10.1
14/04/2012,29.2,11.8
15/04/2012,36.1,19.9
16/04/2012,22.9,17.5
17/04/2012,25.3,11.5
18/04/2012,37.6,12.6
19/04/2012,22.9,12.5
20/04/2012,22.3,12.4
21/04/2012,22.3,13.6
22/04/2012,24.9,11.2
23/04/2012,23.2,11.7
24/04/2012,22.9,13.4
25/04/2012,23.7,14.3
26/04/2012,23.6,12.8
27/04/2012,25.8,14.7
28/04/2012,24.5,11.7
29/04/2012,23.6,15.6
30/04/2012,26.1,13.7
01/05/2012,32.6,18.6
02/05/2012,24.5,19.1
03/05/2012,26.7,18
04/05/2012,30,14
05/05/2012,30.4,13.3
06/05/2012,30,15.2
07/05/2012,25.8,14.3
08/05/2012,25.6,15.5
09/05/2012,27,18
10/05/2012,27,18.7
11/05/2012,28.3,16.4
12/05/2012,27.7,14.7
13/05/2012,26.9,16.9
14/05/2012,26.7,16.1
15/05/2012,26.9,15.9
16/05/2012,29.2,15.4
17/05/2012,33.6,15.7
18/05/2012,27.2,21.3
19/05/2012,26.6,17.3
20/05/2012,25.7,16.9
21/05/2012,26,16.8
22/05/2012,29.7,16.4
23/05/2012,27.4,21
24/05/2012,26.5,17.7
25/05/2012,32.3,16.5
26/05/2012,27.5,16.9
27/05/2012,28.1,19
28/05/2012,37.4,20.3
29/05/2012,34.4,22.2
30/05/2012,27.1,20.1
31/05/2012,29.7,17.5
01/06/2012,30.5,18
02/06/2012,29.2,16.7
03/06/2012,29.4,16.6
04/06/2012,29.1,20.6
05/06/2012,27.6,18.6
06/06/2012,28.5,19
07/06/2012,30.4,17.6
08/06/2012,27.9,17.3
09/06/2012,28.7,17.8
10/06/2012,30,19.7
11/06/2012,30.7,20.6
12/06/2012,29.2,19.8
13/06/2012,29.6,19.1
14/06/2012,29.7,19.4
15/06/2012,30.2,24.1
16/06/2012,31.7,21.9
17/06/2012,32.3,21.6
18/06/2012,32.3,22.3
19/06/2012,31,23.3
20/06/2012,30.8,24.3
21/06/2012,31.7,23.6
22/06/2012,33.3,21.9
23/06/2012,33.8,22.5
24/06/2012,31.6,22.8
25/06/2012,31.1,22.7
26/06/2012,31.4,23.7
27/06/2012,31.3,24.3
28/06/2012,31.7,23.2
29/06/2012,31.9,23.5
30/06/2012,31.6,23.3
01/07/2012,32.4,23.4
02/07/2012,31.9,22.6
03/07/2012,32.1,23.4
04/07/2012,31.7,22.5
05/07/2012,31.9,23.3
06/07/2012,32.2,23.2
07/07/2012,32,24.1
08/07/2012,32,23.6
09/07/2012,32.4,22.9
10/07/2012,33,22.8
11/07/2012,32.9,24
12/07/2012,32.3,23.9
13/07/2012,33.3,23.9
14/07/2012,33.7,23.8
15/07/2012,34.4,21.5
16/07/2012,34,25
17/07/2012,34.6,23.6
18/07/2012,33.9,24.9
19/07/2012,34.1,27
20/07/2012,33.8,27.1
21/07/2012,32.7,25.6
22/07/2012,32.8,24.5
23/07/2012,33.9,24.1
24/07/2012,33.6,26.6
25/07/2012,33.8,25.6
26/07/2012,34.4,26.7
27/07/2012,33.3,27
28/07/2012,32.8,25.8
29/07/2012,33.2,25.9
30/07/2012,33.2,25.7
31/07/2012,35.1,24.9
01/08/2012,38.6,24
02/08/2012,33.7,26.5
03/08/2012,33.4,25.5
04/08/2012,32.8,24.4
05/08/2012,33.1,25.3
06/08/2012,33.2,25.3
07/08/2012,34.4,24.8
08/08/2012,35.5,22.5
09/08/2012,34.8,23.8
10/08/2012,34.2,23.4
11/08/2012,34.1,24.9
12/08/2012,33.8,24.2
13/08/2012,34.8,25.1
14/08/2012,33.7,23
15/08/2012,33.2,25.1
16/08/2012,33.4,24
17/08/2012,33,25
18/08/2012,33.2,24
19/08/2012,33.7,24.2
20/08/2012,33.4,23.4
21/08/2012,33.7,24
22/08/2012,34,24.3
23/08/2012,32.9,23
24/08/2012,33.3,24.7
25/08/2012,33.4,24
26/08/2012,33.2,24.1
27/08/2012,33.2,23
28/08/2012,32.9,22.8
29/08/2012,33.6,24.2
