yearweek,total_killed,q3,survey_date,intifada,week0ago,week1ago,week2ago,week3ago,week4ago,week5ago,week6ago,week7ago,week8ago
2015-W35,NA,2.0058823529411764,2015-08-31,0,0,0,0,0,0,0,0,0,0
2015-W36,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2015-W37,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2015-W38,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2015-W39,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2015-W40,NA,2.100196463654224,2015-10-08,0,0,0,0,0,0,0,0,0,0
2015-W41,1,NA,NA,0,1,0,0,0,0,0,0,0,0
2015-W42,NA,NA,NA,0,0,1,0,0,0,0,0,0,0
2015-W43,NA,2.044921875,2015-10-29,0,0,0,1,0,0,0,0,0,0
2015-W44,NA,NA,NA,0,0,0,0,1,0,0,0,0,0
2015-W45,NA,NA,NA,0,0,0,0,0,1,0,0,0,0
2015-W46,2,NA,NA,0,2,0,0,0,0,1,0,0,0
2015-W47,NA,NA,NA,0,0,2,0,0,0,0,1,0,0
2015-W48,NA,2.150943396226415,2015-12-01,0,0,0,2,0,0,0,0,1,0
2015-W49,NA,NA,NA,0,0,0,0,2,0,0,0,0,1
2015-W50,NA,NA,NA,0,0,0,0,0,2,0,0,0,0
2015-W51,NA,NA,NA,0,0,0,0,0,0,2,0,0,0
2015-W52,NA,2.052,2015-12-29,0,0,0,0,0,0,0,2,0,0
2015-W52,NA,2.0597609561752988,2015-12-30,0,0,0,0,0,0,0,0,2,0
2016-W00,NA,NA,NA,0,0,0,0,0,0,0,0,0,2
2016-W01,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2016-W02,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2016-W03,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2016-W04,NA,2.17,2016-01-28,0,0,0,0,0,0,0,0,0,0
2016-W05,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2016-W06,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2016-W07,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2016-W08,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2016-W09,NA,2.169660678642715,2016-03-01,0,0,0,0,0,0,0,0,0,0
2016-W10,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2016-W11,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2016-W12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2016-W13,NA,2.138,2016-03-30,0,0,0,0,0,0,0,0,0,0
2016-W14,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2016-W15,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2016-W16,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2016-W17,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2016-W18,NA,2.092,2016-05-03,0,0,0,0,0,0,0,0,0,0
2016-W19,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2016-W20,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2016-W21,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2016-W22,NA,2.13,2016-06-01,0,0,0,0,0,0,0,0,0,0
2016-W23,3,NA,NA,0,3,0,0,0,0,0,0,0,0
2016-W24,NA,NA,NA,0,0,3,0,0,0,0,0,0,0
2016-W25,NA,NA,NA,0,0,0,3,0,0,0,0,0,0
2016-W26,NA,2.282,2016-06-29,0,0,0,0,3,0,0,0,0,0
2016-W27,NA,NA,NA,0,0,0,0,0,3,0,0,0,0
2016-W28,NA,NA,NA,0,0,0,0,0,0,3,0,0,0
2016-W29,NA,NA,NA,0,0,0,0,0,0,0,3,0,0
2016-W30,NA,2.112,2016-07-27,0,0,0,0,0,0,0,0,3,0
2016-W31,NA,NA,NA,0,0,0,0,0,0,0,0,0,3
2016-W32,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2016-W33,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2016-W34,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2016-W35,NA,2.06,2016-08-31,0,0,0,0,0,0,0,0,0,0
2016-W36,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2016-W37,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2016-W38,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2016-W39,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2016-W40,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2016-W41,NA,2.077972709551657,2016-10-09,0,0,0,0,0,0,0,0,0,0
2016-W42,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2016-W43,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2016-W44,NA,2.14,2016-10-31,0,0,0,0,0,0,0,0,0,0
2016-W45,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2016-W46,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2016-W47,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2016-W48,NA,2.072,2016-12-01,0,0,0,0,0,0,0,0,0,0
2016-W49,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2016-W50,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2016-W51,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2016-W52,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2017-W01,NA,2.0199600798403194,2017-01-03,0,0,0,0,0,0,0,0,0,0
2017-W02,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2017-W03,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2017-W04,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2017-W05,NA,2.072,2017-02-01,0,0,0,0,0,0,0,0,0,0
2017-W06,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2017-W07,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2017-W08,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2017-W09,NA,2.004,2017-02-27,0,0,0,0,0,0,0,0,0,0
2017-W10,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2017-W11,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2017-W12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2017-W13,NA,2.066,2017-03-29,0,0,0,0,0,0,0,0,0,0
2017-W14,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2017-W15,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2017-W16,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2017-W17,NA,2.082,2017-04-26,0,0,0,0,0,0,0,0,0,0
2017-W18,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2017-W19,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2017-W20,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2017-W21,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2017-W22,1,NA,NA,0,1,0,0,0,0,0,0,0,0
2017-W23,NA,NA,NA,0,0,1,0,0,0,0,0,0,0
2017-W24,NA,NA,NA,0,0,0,1,0,0,0,0,0,0
2017-W25,NA,NA,NA,0,0,0,0,1,0,0,0,0,0
2017-W26,NA,NA,NA,0,0,0,0,0,1,0,0,0,0
