"date","date1","survey_year","oslosp","oslobl","negot_sp","negot_bl","peacesp","peacebl","gender","age","educ","relig","incom","political_spectrum"
2012-11-29,220.5,2012,NA,NA,1,1,NA,NA,1,32,6,5,5,2
2012-11-29,220.5,2012,NA,NA,1,2,NA,NA,2,80,2,4,2,1
2012-11-29,220.5,2012,NA,NA,1,2,NA,NA,2,41,6,5,4,3
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,1,41,6,5,3,2
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,2,59,4,1,1,1
2012-11-29,220.5,2012,NA,NA,1,1,NA,NA,2,38,6,7,5,1
2012-11-29,220.5,2012,NA,NA,1,1,NA,NA,1,60,6,3,3,2
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,2,74,1,2,1,1
2012-11-29,220.5,2012,NA,NA,3,4,NA,NA,1,65,4,4,5,1
2012-11-29,220.5,2012,NA,NA,2,2,NA,NA,2,65,6,5,4,2
2012-11-29,220.5,2012,NA,NA,3,4,NA,NA,1,27,7,2,1,1
2012-11-29,220.5,2012,NA,NA,1,4,NA,NA,2,66,6,5,5,3
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,1,35,6,2,4,3
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,2,70,3,7,3,4
2012-11-29,220.5,2012,NA,NA,1,2,NA,NA,2,50,4,4,3,1
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,2,82,3,5,5,3
2012-11-29,220.5,2012,NA,NA,5,3,NA,NA,1,38,2,1,1,4
2012-11-29,220.5,2012,NA,NA,2,2,NA,NA,2,33,6,4,5,3
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,1,30,6,5,2,1
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,2,64,3,5,5,2
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,2,48,6,5,7,3
2012-11-29,220.5,2012,NA,NA,4,3,NA,NA,1,54,3,5,2,1
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,1,50,6,2,4,1
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,2,33,4,1,2,1
2012-11-29,220.5,2012,NA,NA,3,4,NA,NA,1,35,2,3,4,1
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,2,30,6,2,3,1
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,1,18,3,5,1,1
2012-11-29,220.5,2012,NA,NA,1,2,NA,NA,2,57,2,5,7,3
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,2,68,3,4,2,3
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,2,20,4,2,4,1
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,1,70,6,3,7,1
2012-11-29,220.5,2012,NA,NA,1,4,NA,NA,1,47,3,1,1,1
2012-11-29,220.5,2012,NA,NA,3,4,NA,NA,2,20,3,2,3,3
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,1,44,4,5,4,3
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,2,32,6,1,1,3
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,2,8888,6,1,7,3
2012-11-29,220.5,2012,NA,NA,2,2,NA,NA,2,75,6,5,2,3
2012-11-29,220.5,2012,NA,NA,1,2,NA,NA,2,70,1,4,1,1
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,2,62,6,2,4,1
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,2,80,1,3,1,3
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,1,83,4,3,7,3
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,1,60,6,5,4,3
2012-11-29,220.5,2012,NA,NA,4,3,NA,NA,2,8888,3,4,2,3
2012-11-29,220.5,2012,NA,NA,2,1,NA,NA,1,63,6,2,3,1
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,2,54,6,5,1,2
2012-11-29,220.5,2012,NA,NA,3,4,NA,NA,1,33,6,5,4,1
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,2,56,6,5,5,1
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,2,61,6,2,1,1
2012-11-29,220.5,2012,NA,NA,1,4,NA,NA,1,41,3,3,1,1
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,1,57,3,5,4,2
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,2,8888,4,1,2,1
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,2,36,3,5,3,4
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,1,68,6,2,4,1
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,2,20,3,5,3,3
2012-11-29,220.5,2012,NA,NA,3,3,NA,NA,1,19,3,2,3,1
2012-11-29,220.5,2012,NA,NA,1,2,NA,NA,2,45,6,5,3,2
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,2,68,2,5,3,3
2012-11-29,220.5,2012,NA,NA,1,2,NA,NA,2,61,3,5,7,3
2012-11-29,220.5,2012,NA,NA,2,2,NA,NA,1,37,3,4,3,3
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,1,40,3,4,2,4
2012-11-29,220.5,2012,NA,NA,2,2,NA,NA,2,71,6,5,7,4
2012-11-29,220.5,2012,NA,NA,1,1,NA,NA,1,65,6,5,4,2
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,2,45,3,3,1,3
2012-11-29,220.5,2012,NA,NA,3,4,NA,NA,2,36,3,1,1,4
2012-11-29,220.5,2012,NA,NA,5,4,NA,NA,1,25,3,4,3,1
2012-11-29,220.5,2012,NA,NA,5,3,NA,NA,2,47,3,5,4,1
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,2,30,4,4,3,1
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,1,64,3,5,5,3
2012-11-29,220.5,2012,NA,NA,1,1,NA,NA,1,47,6,4,5,2
2012-11-29,220.5,2012,NA,NA,3,4,NA,NA,2,52,6,5,5,1
2012-11-29,220.5,2012,NA,NA,1,1,NA,NA,1,72,6,2,4,3
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,2,38,4,1,1,1
2012-11-29,220.5,2012,NA,NA,1,1,NA,NA,2,81,3,5,7,3
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,1,31,3,2,2,1
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,2,8888,6,2,3,1
2012-11-29,220.5,2012,NA,NA,5,4,NA,NA,2,42,3,4,3,2
2012-11-29,220.5,2012,NA,NA,1,1,NA,NA,1,65,6,5,3,3
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,2,38,6,5,4,2
2012-11-29,220.5,2012,NA,NA,4,3,NA,NA,1,47,3,3,3,1
2012-11-29,220.5,2012,NA,NA,2,2,NA,NA,1,65,6,4,7,3
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,2,67,3,5,3,1
2012-11-29,220.5,2012,NA,NA,1,1,NA,NA,2,68,6,5,3,2
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,2,67,1,3,1,1
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,2,67,6,2,7,3
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,2,19,3,5,5,2
2012-11-29,220.5,2012,NA,NA,3,4,NA,NA,1,18,3,1,3,1
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,2,34,6,5,4,3
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,2,55,5,4,5,3
2012-11-29,220.5,2012,NA,NA,1,2,NA,NA,1,67,6,5,4,2
2012-11-29,220.5,2012,NA,NA,2,2,NA,NA,2,65,2,4,2,3
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,1,56,3,3,1,1
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,2,45,3,3,4,1
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,2,49,6,5,4,3
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,1,63,3,4,5,3
2012-11-29,220.5,2012,NA,NA,1,4,NA,NA,2,48,4,3,3,3
2012-11-29,220.5,2012,NA,NA,1,2,NA,NA,1,40,5,5,7,3
2012-11-29,220.5,2012,NA,NA,5,4,NA,NA,2,60,5,2,7,1
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,2,50,4,5,7,1
2012-11-29,220.5,2012,NA,NA,1,1,NA,NA,2,46,6,5,3,2
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,2,47,3,3,1,3
2012-11-29,220.5,2012,NA,NA,1,2,NA,NA,2,55,6,5,5,2
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,1,66,4,5,5,1
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,2,65,3,2,2,1
2012-11-29,220.5,2012,NA,NA,5,5,NA,NA,2,52,6,8,5,3
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,2,70,1,3,3,1
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,1,64,8,3,2,1
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,1,35,6,5,3,3
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,2,45,6,5,4,3
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,1,75,6,5,7,2
2012-11-29,220.5,2012,NA,NA,1,2,NA,NA,2,40,6,5,4,2
2012-11-29,220.5,2012,NA,NA,1,4,NA,NA,2,65,2,4,7,1
2012-11-29,220.5,2012,NA,NA,1,4,NA,NA,1,61,5,5,5,1
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,1,60,1,3,2,1
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,2,49,6,5,4,3
2012-11-29,220.5,2012,NA,NA,1,1,NA,NA,2,56,3,4,3,3
2012-11-29,220.5,2012,NA,NA,1,2,NA,NA,2,43,6,5,5,2
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,2,59,6,5,3,2
2012-11-29,220.5,2012,NA,NA,3,4,NA,NA,1,47,3,4,3,1
2012-11-29,220.5,2012,NA,NA,3,1,NA,NA,2,20,3,3,3,1
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,2,47,6,1,2,1
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,1,30,3,1,2,1
2012-11-29,220.5,2012,NA,NA,2,2,NA,NA,1,56,6,3,5,2
2012-11-29,220.5,2012,NA,NA,1,1,NA,NA,2,56,3,5,1,2
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,1,62,2,3,3,1
2012-11-29,220.5,2012,NA,NA,1,2,NA,NA,2,33,6,5,4,2
2012-11-29,220.5,2012,NA,NA,2,2,NA,NA,2,32,6,4,4,3
2012-11-29,220.5,2012,NA,NA,5,4,NA,NA,2,8888,4,4,7,1
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,2,51,2,3,1,1
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,1,28,7,1,2,1
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,2,85,3,2,1,1
2012-11-29,220.5,2012,NA,NA,2,2,NA,NA,2,47,6,4,3,3
2012-11-29,220.5,2012,NA,NA,1,4,NA,NA,1,18,3,2,7,1
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,2,41,6,5,4,2
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,2,51,4,4,3,1
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,1,46,6,1,5,1
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,2,60,6,5,4,1
2012-11-29,220.5,2012,NA,NA,3,5,NA,NA,2,65,6,5,5,1
2012-11-29,220.5,2012,NA,NA,3,4,NA,NA,1,68,3,4,2,4
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,2,55,4,4,3,3
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,1,39,5,5,2,2
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,2,53,3,4,1,1
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,2,23,3,5,7,3
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,2,36,6,5,4,2
2012-11-29,220.5,2012,NA,NA,1,2,NA,NA,2,60,3,3,3,2
2012-11-29,220.5,2012,NA,NA,1,1,NA,NA,1,47,4,5,5,3
2012-11-29,220.5,2012,NA,NA,5,3,NA,NA,2,24,4,1,1,1
2012-11-29,220.5,2012,NA,NA,2,1,NA,NA,1,35,6,5,5,2
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,1,57,3,4,3,3
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,2,62,6,2,7,1
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,1,24,3,5,3,1
2012-11-29,220.5,2012,NA,NA,1,1,NA,NA,2,50,6,5,7,2
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,2,69,6,5,5,2
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,1,58,3,2,5,1
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,2,41,2,3,1,1
2012-11-29,220.5,2012,NA,NA,1,1,NA,NA,1,45,3,5,2,2
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,2,80,4,5,3,3
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,1,65,4,5,3,2
2012-11-29,220.5,2012,NA,NA,5,4,NA,NA,2,50,6,5,7,4
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,1,26,3,4,1,1
2012-11-29,220.5,2012,NA,NA,5,3,NA,NA,2,35,6,2,7,3
2012-11-29,220.5,2012,NA,NA,2,2,NA,NA,2,42,6,5,5,2
2012-11-29,220.5,2012,NA,NA,1,4,NA,NA,1,52,6,1,3,3
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,1,24,3,2,3,1
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,2,39,5,5,1,1
2012-11-29,220.5,2012,NA,NA,1,2,NA,NA,2,60,6,5,3,2
2012-11-29,220.5,2012,NA,NA,3,4,NA,NA,2,33,6,5,1,3
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,2,56,3,4,3,1
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,1,30,3,1,3,1
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,1,46,4,2,2,1
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,1,47,6,5,3,3
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,1,38,6,5,2,1
2012-11-29,220.5,2012,NA,NA,1,1,NA,NA,1,75,4,5,7,2
2012-11-29,220.5,2012,NA,NA,3,4,NA,NA,1,24,3,5,5,1
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,2,81,3,4,1,4
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,2,63,1,3,1,4
2012-11-29,220.5,2012,NA,NA,5,5,NA,NA,1,65,6,5,4,3
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,1,27,6,5,3,3
2012-11-29,220.5,2012,NA,NA,3,3,NA,NA,2,66,4,5,7,1
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,2,54,6,2,4,1
2012-11-29,220.5,2012,NA,NA,4,3,NA,NA,2,47,3,3,1,3
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,2,49,6,3,4,1
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,1,50,2,4,7,1
2012-11-29,220.5,2012,NA,NA,1,2,NA,NA,1,61,6,5,5,2
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,2,76,3,5,1,1
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,2,27,6,4,5,1
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,1,45,6,5,5,2
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,1,42,6,5,5,2
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,1,57,6,5,5,3
2012-11-29,220.5,2012,NA,NA,1,2,NA,NA,2,73,6,5,7,2
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,2,76,4,5,2,2
2012-11-29,220.5,2012,NA,NA,5,5,NA,NA,1,43,3,2,1,1
2012-11-29,220.5,2012,NA,NA,3,4,NA,NA,1,72,3,4,3,1
2012-11-29,220.5,2012,NA,NA,5,3,NA,NA,2,57,3,3,5,3
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,1,56,3,5,2,3
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,2,61,1,5,2,3
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,1,57,6,4,3,1
2012-11-29,220.5,2012,NA,NA,1,4,NA,NA,2,49,3,5,4,2
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,2,45,4,1,1,1
2012-11-29,220.5,2012,NA,NA,3,3,NA,NA,2,30,3,1,2,1
2012-11-29,220.5,2012,NA,NA,1,1,NA,NA,1,58,6,5,4,2
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,2,28,3,1,2,2
2012-11-29,220.5,2012,NA,NA,1,1,NA,NA,1,59,4,8,1,2
2012-11-29,220.5,2012,NA,NA,1,2,NA,NA,1,58,6,5,7,2
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,2,64,2,1,3,1
2012-11-29,220.5,2012,NA,NA,1,1,NA,NA,1,39,6,5,3,3
2012-11-29,220.5,2012,NA,NA,1,2,NA,NA,1,67,3,4,3,3
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,2,50,3,5,7,3
2012-11-29,220.5,2012,NA,NA,1,5,NA,NA,2,79,3,8,6,2
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,2,83,4,5,1,4
2012-11-29,220.5,2012,NA,NA,2,2,NA,NA,2,37,3,3,4,1
2012-11-29,220.5,2012,NA,NA,5,4,NA,NA,2,60,3,5,7,1
2012-11-29,220.5,2012,NA,NA,2,2,NA,NA,1,41,6,5,4,2
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,2,68,3,5,4,1
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,1,74,2,3,7,1
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,1,46,3,5,7,3
2012-11-29,220.5,2012,NA,NA,1,2,NA,NA,2,52,6,5,4,3
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,2,48,6,5,7,2
2012-11-29,220.5,2012,NA,NA,1,1,NA,NA,2,53,4,5,5,2
2012-11-29,220.5,2012,NA,NA,3,3,NA,NA,2,60,3,3,7,1
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,2,62,6,4,2,3
2012-11-29,220.5,2012,NA,NA,1,2,NA,NA,2,63,6,5,3,2
2012-11-29,220.5,2012,NA,NA,1,1,NA,NA,1,71,4,5,6,1
2012-11-29,220.5,2012,NA,NA,1,2,NA,NA,2,60,3,5,3,2
2012-11-29,220.5,2012,NA,NA,3,4,NA,NA,2,20,3,2,7,1
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,2,38,3,4,2,1
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,1,65,6,5,7,3
2012-11-29,220.5,2012,NA,NA,3,4,NA,NA,2,33,6,5,3,2
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,2,48,3,5,7,2
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,2,44,6,5,2,2
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,1,58,5,1,7,1
2012-11-29,220.5,2012,NA,NA,1,4,NA,NA,1,75,4,1,3,1
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,1,67,2,4,1,1
2012-11-29,220.5,2012,NA,NA,4,3,NA,NA,1,60,2,2,2,1
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,2,42,3,5,5,1
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,1,47,3,2,1,1
2012-11-29,220.5,2012,NA,NA,5,4,NA,NA,1,73,2,5,7,1
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,2,30,3,2,1,1
2012-11-29,220.5,2012,NA,NA,5,4,NA,NA,2,57,3,3,3,3
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,2,42,6,5,7,2
2012-11-29,220.5,2012,NA,NA,1,2,NA,NA,1,23,3,5,5,2
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,1,22,3,5,1,1
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,2,52,6,5,3,4
2012-11-29,220.5,2012,NA,NA,5,3,NA,NA,1,32,6,5,4,2
2012-11-29,220.5,2012,NA,NA,1,4,NA,NA,1,60,4,3,4,1
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,2,34,4,1,3,1
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,1,29,6,5,7,1
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,1,70,6,5,7,3
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,1,36,6,5,3,4
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,1,48,6,4,4,1
2012-11-29,220.5,2012,NA,NA,3,4,NA,NA,1,44,6,2,5,1
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,2,65,6,2,7,1
2012-11-29,220.5,2012,NA,NA,2,5,NA,NA,2,88,1,3,1,2
2012-11-29,220.5,2012,NA,NA,1,2,NA,NA,2,8888,3,5,3,3
2012-11-29,220.5,2012,NA,NA,1,2,NA,NA,1,55,4,5,4,2
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,2,37,4,1,1,1
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,2,52,6,2,4,1
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,2,44,3,2,4,1
2012-11-29,220.5,2012,NA,NA,3,4,NA,NA,2,20,5,2,3,1
2012-11-29,220.5,2012,NA,NA,1,2,NA,NA,1,60,5,4,4,3
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,2,52,4,5,7,1
2012-11-29,220.5,2012,NA,NA,1,2,NA,NA,2,66,4,3,7,2
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,2,65,3,5,3,3
2012-11-29,220.5,2012,NA,NA,1,4,NA,NA,2,61,3,3,4,3
2012-11-29,220.5,2012,NA,NA,3,4,NA,NA,1,24,7,2,2,1
2012-11-29,220.5,2012,NA,NA,1,2,NA,NA,2,42,6,5,5,2
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,1,61,6,5,1,4
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,1,32,4,3,4,3
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,1,27,6,5,4,3
2012-11-29,220.5,2012,NA,NA,1,1,NA,NA,1,60,6,5,7,3
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,1,28,6,2,5,1
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,2,53,3,3,3,1
2012-11-29,220.5,2012,NA,NA,6,4,NA,NA,2,33,6,1,3,4
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,2,56,4,4,7,1
2012-11-29,220.5,2012,NA,NA,3,4,NA,NA,1,60,4,2,1,1
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,2,27,5,1,1,4
2012-11-29,220.5,2012,NA,NA,1,4,NA,NA,2,24,6,2,2,1
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,1,68,2,4,7,1
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,2,37,3,3,1,1
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,1,56,3,5,1,4
2012-11-29,220.5,2012,NA,NA,6,4,NA,NA,1,72,5,5,3,1
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,2,68,3,5,4,3
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,2,8888,4,5,7,3
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,1,40,6,4,5,1
2012-11-29,220.5,2012,NA,NA,1,2,NA,NA,2,62,4,4,7,3
2012-11-29,220.5,2012,NA,NA,1,2,NA,NA,2,46,4,5,4,4
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,1,22,4,3,3,1
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,2,58,3,5,3,3
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,1,52,3,6,3,3
2012-11-29,220.5,2012,NA,NA,6,2,NA,NA,1,52,3,3,3,3
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,2,44,3,3,3,1
2012-11-29,220.5,2012,NA,NA,1,4,NA,NA,1,28,3,5,2,1
2012-11-29,220.5,2012,NA,NA,2,2,NA,NA,2,80,3,3,3,3
2012-11-29,220.5,2012,NA,NA,1,2,NA,NA,2,59,6,3,5,1
2012-11-29,220.5,2012,NA,NA,3,4,NA,NA,2,21,3,3,3,1
2012-11-29,220.5,2012,NA,NA,1,2,NA,NA,2,49,6,5,4,2
2012-11-29,220.5,2012,NA,NA,3,4,NA,NA,1,58,6,2,4,1
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,1,21,2,6,7,4
2012-11-29,220.5,2012,NA,NA,3,4,NA,NA,1,60,6,3,7,3
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,1,77,6,3,5,1
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,2,30,4,1,1,1
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,2,50,6,5,3,3
2012-11-29,220.5,2012,NA,NA,1,4,NA,NA,1,21,3,5,2,3
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,2,45,6,5,3,1
