שם תחנה,מספר תחנה,תאריך,טמפרטורת מקסימום(C°),טמפרטורת מינימום(C°)
בית דגן                                           ,2523,13-05-2005,26.2,17.2
בית דגן                                           ,2523,14-05-2005,29.1,13.8
בית דגן                                           ,2523,15-05-2005,26.7,16.9
בית דגן                                           ,2523,16-05-2005,26.4,16.1
בית דגן                                           ,2523,17-05-2005,25.3,14.9
בית דגן                                           ,2523,18-05-2005,26.5,16.4
בית דגן                                           ,2523,19-05-2005,28.6,16.5
בית דגן                                           ,2523,20-05-2005,31.3,16.9
בית דגן                                           ,2523,21-05-2005,28.0,15.6
בית דגן                                           ,2523,22-05-2005,25.4,18.3
בית דגן                                           ,2523,23-05-2005,24.9,17.3
בית דגן                                           ,2523,24-05-2005,25.4,16.0
בית דגן                                           ,2523,25-05-2005,25.7,17.3
בית דגן                                           ,2523,26-05-2005,29.4,14.1
בית דגן                                           ,2523,27-05-2005,26.7,18.9
בית דגן                                           ,2523,28-05-2005,29.0,16.6
בית דגן                                           ,2523,29-05-2005,28.7,16.9
בית דגן                                           ,2523,30-05-2005,26.0,18.2
בית דגן                                           ,2523,31-05-2005,27.9,17.6
בית דגן                                           ,2523,01-06-2005,27.3,16.5
בית דגן                                           ,2523,02-06-2005,27.1,17.4
בית דגן                                           ,2523,03-06-2005,26.2,19.0
בית דגן                                           ,2523,04-06-2005,26.8,18.5
בית דגן                                           ,2523,05-06-2005,26.9,18.9
בית דגן                                           ,2523,06-06-2005,28.1,18.5
בית דגן                                           ,2523,07-06-2005,30.0,17.5
בית דגן                                           ,2523,08-06-2005,27.9,17.8
בית דגן                                           ,2523,09-06-2005,27.6,18.0
בית דגן                                           ,2523,10-06-2005,27.1,18.7
בית דגן                                           ,2523,11-06-2005,27.8,17.9
בית דגן                                           ,2523,12-06-2005,29.7,17.1
בית דגן                                           ,2523,13-06-2005,32.1,19.9
בית דגן                                           ,2523,14-06-2005,27.8,21.6
בית דגן                                           ,2523,15-06-2005,27.7,20.2
בית דגן                                           ,2523,16-06-2005,28.0,19.4
בית דגן                                           ,2523,17-06-2005,28.3,18.8
בית דגן                                           ,2523,18-06-2005,29.2,19.8
בית דגן                                           ,2523,19-06-2005,29.2,20.1
בית דגן                                           ,2523,20-06-2005,32.5,21.3
בית דגן                                           ,2523,21-06-2005,30.9,19.9
בית דגן                                           ,2523,22-06-2005,28.9,21.0
בית דגן                                           ,2523,23-06-2005,29.0,21.3
בית דגן                                           ,2523,24-06-2005,31.4,21.4
בית דגן                                           ,2523,25-06-2005,29.3,20.3
בית דגן                                           ,2523,26-06-2005,28.8,20.6
בית דגן                                           ,2523,27-06-2005,29.1,20.7
