"household_questionnaire_id","type_of_crop","name_of_crop","season_of_crop","when_is_crop_sowed","when_is_crop_harvested","cult_area_under_crop","most_imp_source","hrs_irr_1katha","no_of_irrigation_for_1_katha","what_was_your_total_harvest","unit_harvest","percent_for_selling","price_per_kg","year","district","TreatmentControl","TC","irri_for_season","name_of_crop_detail"
"T110503003",47,"Vegetables","Winter",8,11,1,2,2,2,4,1,0,0,2019,"SAPTARI","Control",0,4,"POTATO"
"T110503003",44,"Vegetables","Winter",8,11,1,2,2,2,4,1,75,18,2019,"SAPTARI","Control",0,4,"CAULIFLOWER"
"T110503003",37,"Vegetables","Summer",11,3,5,2,2,4,0,0,0,0,2019,"SAPTARI","Control",0,40,"GREEN LEAFY VEGETABLE"
"T206702001",37,"Vegetables","Summer",11,3,5,2,2,4,0,0,0,0,2019,"SAPTARI","Control",0,40,"GREEN LEAFY VEGETABLE"
"A104507035",8,"Vegetables","Monsoon",2,7,4,2,0.5,11,10,4,100,25,2019,"SAPTARI","Treatment",1,22,"BRINJAL"
"A104507035",9,"Vegetables","Monsoon",3,6,1,2,0.5,7,4,4,100,30,2019,"SAPTARI","Treatment",1,3.5,"BITTER GOURD"
"A104507035",10,"Vegetables","Monsoon",3,7,1,2,0.5,5,4,1,100,25,2019,"SAPTARI","Treatment",1,2.5,"OKRA"
"A104507035",44,"Vegetables","Winter",7,11,9,2,0.5,4,5,4,100,12,2019,"SAPTARI","Treatment",1,18,"CAULIFLOWER"
"A104507035",8,"Vegetables","Winter",7,11,5,2,0.5,10,7,4,100,20,2019,"SAPTARI","Treatment",1,25,"BRINJAL"
"A104507035",11,"Vegetables","Winter",7,11,2,2,0.5,11,3,4,100,60,2019,"SAPTARI","Treatment",1,11,"CHILLIES"
"A104507035",45,"Vegetables","Winter",7,11,3,2,0.5,10,5,4,100,6,2019,"SAPTARI","Treatment",1,15,"CABBAGE"
"A104507035",12,"Vegetables","Winter",7,11,2,2,0.5,8,5,4,100,15,2019,"SAPTARI","Treatment",1,8,"CUCUMBER"
"A110402001",44,"Vegetables","Winter",8,11,2,2,2,2,0,3,85,40,2019,"SAPTARI","Treatment",1,8,"CAULIFLOWER"
"A110402001",45,"Vegetables","Winter",8,11,2,2,2,2,0,3,80,20,2019,"SAPTARI","Treatment",1,8,"CABBAGE"
"A110402001",53,"Vegetables","Winter",8,11,2,2,1,2,0,3,85,25,2019,"SAPTARI","Treatment",1,4,"ONIONS"
"A110402001",47,"Vegetables","Winter",8,11,2,2,2,2,0,3,85,20,2019,"SAPTARI","Treatment",1,8,"POTATO"
"A110402001",55,"Vegetables","Winter",8,11,2,2,1,2,0,3,90,50,2019,"SAPTARI","Treatment",1,4,"GARLIC"
"A110402001",11,"Vegetables","Summer",11,3,2,2,1,2,0,3,80,40,2019,"SAPTARI","Treatment",1,4,"CHILLIES"
"A110402001",48,"Vegetables","Summer",11,3,1,2,2,2,0,3,80,45,2019,"SAPTARI","Treatment",1,4,"COLOCASIA FRUIT"
"A110402001",17,"Vegetables","Summer",11,3,2,2,1,2,0,3,90,60,2019,"SAPTARI","Treatment",1,4,"POINTED GOURD"
"T210709003",37,"Vegetables","Monsoon",3,7,1,2,2,2,10,3,0,0,2019,"SAPTARI","Treatment",1,4,"GREEN LEAFY VEGETABLE"
"T210709003",37,"Vegetables","Winter",7,11,1,2,2,3,5,3,0,0,2019,"SAPTARI","Treatment",1,6,"GREEN LEAFY VEGETABLE"
"T109205004",53,"Vegetables","Winter",8,11,5,2,3,11,12,1,75,16,2019,"SAPTARI","Treatment",1,165,"ONIONS"
"T102007001",21,"Vegetables","Winter",7,11,37,0,0,0,30,3,75,80,2019,"SAPTARI","Treatment",1,0,"GREEN PEA"
"T102007001",53,"Vegetables","Winter",7,11,3,2,2,7,5,1,50,18,2019,"SAPTARI","Treatment",1,42,"ONIONS"
"T210101002",14,"Vegetables","Summer",11,3,1,2,2,5,0,0,0,0,2019,"SAPTARI","Treatment",1,10,"BOTTLE GOURD"
"T210101002",10,"Vegetables","Summer",11,3,2,2,2,6,0,0,0,0,2019,"SAPTARI","Treatment",1,24,"OKRA"
"T203901002",20,"Vegetables","Winter",8,11,10,2,1,1,1,1,0,0,2019,"SAPTARI","Treatment",1,10,"PEA"
"T203901002",47,"Vegetables","Winter",8,11,20,2,1,1,20,1,0,0,2019,"SAPTARI","Treatment",1,20,"POTATO"
"T203901002",53,"Vegetables","Winter",8,11,5,2,1,13,20,1,0,0,2019,"SAPTARI","Treatment",1,65,"ONIONS"
"T203901002",14,"Vegetables","Winter",8,11,10,2,1,15,1,4,0,0,2019,"SAPTARI","Treatment",1,150,"BOTTLE GOURD"
"T203901002",13,"Vegetables","Winter",8,11,10,2,1,10,2.5,4,0,0,2019,"SAPTARI","Treatment",1,100,"PUMPKIN"
"T203901002",21,"Vegetables","Winter",8,11,15,2,1,0,1,1,0,0,2019,"SAPTARI","Treatment",1,0,"GREEN PEA"
"T103204001",58,"Vegetables","Winter",8,12,2,2,7,2,5,3,0,0,2019,"SAPTARI","Treatment",1,28,"CORIANDER"
"T109902001",47,"Vegetables","Winter",8,10,2,2,2,3,200,3,0,0,2019,"SAPTARI","Treatment",1,12,"POTATO"
"T109902001",13,"Vegetables","Winter",8,10,4,2,2,4,2,1,0,0,2019,"SAPTARI","Treatment",1,32,"PUMPKIN"
"T210904001",47,"Vegetables","Winter",7,11,2,2,3,1,10,1,0,0,2019,"SAPTARI","Treatment",1,6,"POTATO"
"T210904001",53,"Vegetables","Winter",7,11,2,2,3,8,5,1,0,0,2019,"SAPTARI","Treatment",1,48,"ONIONS"
"T210904001",11,"Vegetables","Winter",7,11,1,2,3,6,10,3,0,0,2019,"SAPTARI","Treatment",1,18,"CHILLIES"
"T210904001",10,"Vegetables","Summer",11,3,1,2,2,3,0,0,0,0,2019,"SAPTARI","Treatment",1,6,"OKRA"
"T210904001",9,"Vegetables","Summer",11,3,1,2,2,3,0,0,0,0,2019,"SAPTARI","Treatment",1,6,"BITTER GOURD"
"T210904001",13,"Vegetables","Summer",11,3,1,2,3,6,0,0,0,0,2019,"SAPTARI","Treatment",1,18,"PUMPKIN"
"T210904001",14,"Vegetables","Summer",11,3,1,2,3,4,0,0,0,0,2019,"SAPTARI","Treatment",1,12,"BOTTLE GOURD"
"T210904001",37,"Vegetables","Summer",11,3,1,2,3,7,0,0,0,0,2019,"SAPTARI","Treatment",1,21,"GREEN LEAFY VEGETABLE"
"T210904001",7,"Vegetables","Summer",12,3,1,2,3,4,0,0,0,0,2019,"SAPTARI","Treatment",1,12,"TOMATO"
"T109203001",11,"Vegetables","Summer",10,1,2,2,2,8,10,3,50,200,2019,"SAPTARI","Treatment",1,32,"CHILLIES"
"T205105003",47,"Vegetables","Winter",8,11,1,2,4,1,8,1,0,0,2019,"SAPTARI","Treatment",1,4,"POTATO"
"T205105003",53,"Vegetables","Winter",8,11,1,2,6,20,3,4,0,0,2019,"SAPTARI","Treatment",1,120,"ONIONS"
"T106605002",47,"Vegetables","Winter",8,10,1,2,2,2,10,1,50,20,2019,"SAPTARI","Treatment",1,4,"POTATO"
"T106605002",44,"Vegetables","Winter",8,10,1,2,2,3,10,1,50,15,2019,"SAPTARI","Treatment",1,6,"CAULI"
"T106605002",51,"Vegetables","Winter",8,10,1,2,2,1,15,1,50,15,2019,"SAPTARI","Treatment",1,2,"RADISH"
"T106605002",7,"Vegetables","Winter",8,10,1,2,2,4,50,3,75,30,2019,"SAPTARI","Treatment",1,8,"TOMATO"
"T106605002",9,"Vegetables","Summer",11,3,1,2,2,2,0,0,0,0,2019,"SAPTARI","Treatment",1,4,"BITTER GOURD"
"T106605002",30,"Vegetables","Summer",11,3,1,2,2,5,0,0,0,0,2019,"SAPTARI","Treatment",1,10,"YARD LONG"
"T106605002",10,"Vegetables","Summer",11,3,1,2,2,5,0,0,0,0,2019,"SAPTARI","Treatment",1,10,"OKRA"
"T106605002",11,"Vegetables","Summer",11,3,1,2,2,6,0,0,0,0,2019,"SAPTARI","Treatment",1,12,"CHILLIES"
"T106604004",47,"Vegetables","Winter",8,11,2,2,2,2,8,1,70,25,2019,"SAPTARI","Control",0,8,"POTATO"
"T106604004",53,"Vegetables","Winter",8,11,2,2,2,4,200,3,60,24,2019,"SAPTARI","Control",0,16,"ONIONS"
"T106604004",44,"Vegetables","Winter",11,3,2,2,2,5,250,3,70,18,2019,"SAPTARI","Control",0,20,"CAULIFLOWER"
"T106604004",37,"Vegetables","Summer",11,3,3,2,2,7,40,3,50,20,2019,"SAPTARI","Control",0,42,"GREEN LEAFY VEGETABLE"
"T309308027",47,"Vegetables","Summer",1,3,3,2,2,3,15,1,30,12,2018,"2","Control",0,18,"POTATO"
"T307006094",8,"Vegetables","Winter",9,11,10,0,0,0,30,3,30,20,2018,"1","Control",0,0,"BRINJAL"
"T307006094",47,"Vegetables","Winter",8,11,20,2,1,2,15,1,70,15,2018,"1","Control",0,40,"POTATO"
"T300509098",15,"Vegetables","Summer",7,2,1,2,1,2,20,3,0,0,2018,"1","Control",0,2,"BELL"
"T300509098",8,"Vegetables","Summer",7,2,1,2,1,2,30,3,0,0,2018,"1","Control",0,2,"BRINJAL"
"T300509098",55,"Vegetables","Summer",7,2,1,2,1,2,40,3,0,0,2018,"1","Control",0,2,"GARLIC"
"T302409104",8,"Vegetables","Winter",8,12,2,2,2,8,1,1,80,20,2018,"1","Control",0,32,"BRINJAL"
"T302409104",44,"Vegetables","Winter",8,10,3,2,1,6,2,1,80,20,2018,"1","Control",0,18,"CAULI"
"T302409104",15,"Vegetables","Winter",8,11,1,2,1,5,20,3,80,120,2018,"1","Control",0,5,"BELL"
"T302409104",53,"Vegetables","Winter",8,11,1,2,1,3,50,3,5,20,2018,"1","Control",0,3,"ONIONS"
"T302409104",14,"Vegetables","Summer",9,2,4,2,1,2,100,5,80,10,2018,"1","Control",0,8,"BOTTLE"
"T302409104",16,"Vegetables","Summer",9,11,3,2,1,3,40,1,80,5,2018,"1","Control",0,9,"SPONGE"
"T304802122",44,"Vegetables","Winter",7,11,9,2,1,2,6,4,100,12,2018,"1","Treatment",1,18,"CAULI"
"T304802122",11,"Vegetables","Winter",7,1,2,2,1,4,1,4,80,150,2018,"1","Treatment",1,8,"CHILLIES"
"T304802122",55,"Vegetables","Winter",7,2,5,2,1,2,1,5,100,100,2018,"1","Treatment",1,10,"GARLIC"
"T304802122",14,"Vegetables","Winter",7,2,5,2,1,6,250,5,100,25,2018,"1","Treatment",1,30,"BOTTLE"
"T304802122",8,"Vegetables","Winter",7,3,4,2,1,6,3,4,100,20,2018,"1","Treatment",1,24,"BRINJAL"
"T304802122",51,"Vegetables","Winter",8,11,2,2,1,2,4,4,100,10,2018,"1","Treatment",1,4,"RADISH"
"T304802122",53,"Vegetables","Winter",10,2,1,2,1,3,3,4,0,0,2018,"1","Treatment",1,3,"ONIONS"
"T304802122",47,"Vegetables","Winter",7,12,1,2,1,2,4,4,0,0,2018,"1","Treatment",1,2,"POTATO"
"T309303010",47,"Vegetables","Winter",7,1,6,2,1,2,15,1,20,12,2018,"2","Control",0,12,"POTATO"
"T300901091",8,"Vegetables","Winter",8,11,10,0,0,0,1,1,80,20,2018,"1","Treatment",1,0,"BRINJAL"
"T300901091",47,"Vegetables","Winter",8,11,10,2,1,2,20,1,80,25,2018,"1","Treatment",1,20,"POTATO"
"T307808108",8,"Vegetables","Winter",8,12,5,2,1,4,20,3,80,15,2018,"1","Control",0,20,"BRINJAL"
"T307808108",44,"Vegetables","Winter",8,10,5,2,1,3,50,1,90,10,2018,"1","Control",0,15,"CAULI"
"T307808108",15,"Vegetables","Winter",10,3,5,2,1,4,10,3,80,120,2018,"1","Control",0,20,"BELL"
"T307808108",14,"Vegetables","Winter",10,3,5,2,1,3,100,5,90,20,2018,"1","Control",0,15,"BOTTLE"
"T307808108",7,"Vegetables","Winter",7,11,3,2,1,3,40,3,80,20,2018,"1","Control",0,9,"TOMATO"
"T307808108",16,"Vegetables","Winter",7,10,3,2,1,2,42,3,80,10,2018,"1","Control",0,6,"SPONGE"
"T307808108",53,"Vegetables","Winter",10,2,4,2,1,4,10,1,80,30,2018,"1","Control",0,16,"ONOINS"
"T307808108",10,"Vegetables","Summer",11,3,10,2,1,5,30,3,90,25,2018,"1","Control",0,50,"OKRA"
"T307808108",9,"Vegetables","Summer",11,3,10,2,1,3,20,3,95,30,2018,"1","Control",0,30,"BITTER"
"T304707109",14,"Vegetables","Summer",11,3,10,2,1,3,50,5,70,10,2018,"1","Control",0,30,"BOTTLE"
"T301808002",44,"Vegetables","Winter",6,8,5,2,1,6,5,1,100,40,2018,"3","Control",0,30,"CAULI"
"T301808002",45,"Vegetables","Winter",6,8,5,2,1,6,6,1,100,40,2018,"3","Control",0,30,"CABBAGE"
"T301808002",47,"Vegetables","Winter",6,10,7,2,1,6,7,1,0,0,2018,"3","Control",0,42,"POTATO"
"T301808002",11,"Vegetables","Winter",6,8,3,2,1,6,5,1,100,35,2018,"3","Control",0,18,"CHILLIES"
"T301808002",9,"Vegetables","Summer",9,12,3,2,1,15,8,1,100,60,2018,"3","Control",0,45,"BITTER"
"T307408001",7,"Vegetables","Winter",8,11,1,2,2,13,12,1,100,20,2018,"3","Control",0,26,"TOMATO"
"T307408001",8,"Vegetables","Winter",8,11,1,2,2,13,15,1,100,20,2018,"3","Control",0,26,"BRINJAL"
"T307408001",9,"Vegetables","Winter",8,11,1,2,2,13,8,1,100,50,2018,"3","Control",0,26,"BITTER"
"T307408001",10,"Vegetables","Winter",8,11,1,2,2,13,14,1,100,35,2018,"3","Control",0,26,"OKRA"
"T307408001",11,"Vegetables","Winter",8,11,1,2,2,13,2,1,100,40,2018,"3","Control",0,26,"CHILLIES"
"T303505004",44,"Vegetables","Winter",8,10,5,2,2,5,6,1,100,40,2018,"3","Control",0,50,"CAULI"
"T303505004",45,"Vegetables","Winter",8,11,5,2,2,5,5,1,100,40,2018,"3","Control",0,50,"CABBAGE"
"T303505004",47,"Vegetables","Winter",8,11,2,2,2,4,5,1,50,20,2018,"3","Control",0,16,"POTATO"
"T303505004",11,"Vegetables","Winter",8,10,3,2,2,6,3,1,100,35,2018,"3","Control",0,36,"CHILLIES"
"T303505004",9,"Vegetables","Summer",11,1,20,2,2,15,6,1,100,50,2018,"3","Control",0,600,"BITTER"
"T303505004",10,"Vegetables","Summer",11,12,10,2,2,13,3,1,100,45,2018,"3","Control",0,260,"OKRA"
"T303505004",12,"Vegetables","Summer",11,1,5,2,2,17,6,1,100,15,2018,"3","Control",0,170,"CUCUMBER"
"T304802123",8,"Vegetables","Winter",7,3,2,2,1,20,3,4,100,20,2018,"1","Treatment",1,40,"BRINJAL"
"T304802123",55,"Vegetables","Winter",8,1,1,2,1,3,1,4,100,100,2018,"1","Treatment",1,3,"GARLIC"
"T304802123",53,"Vegetables","Winter",10,2,1,2,1,5,5,4,100,20,2018,"1","Treatment",1,5,"ONIONS"
"T304802123",51,"Vegetables","Winter",10,12,1,2,1,5,8,4,100,10,2018,"1","Treatment",1,5,"RADISH"
"T304802123",14,"Vegetables","Winter",7,3,2,2,1,10,1,1,100,15,2018,"1","Treatment",1,20,"BOTTLE"
"T304802123",11,"Vegetables","Winter",8,11,2,2,1,5,5,4,100,150,2018,"1","Treatment",1,10,"CHILIES"
"T304802123",44,"Vegetables","Winter",8,11,2,2,1,5,5,4,100,15,2018,"1","Treatment",1,10,"CAULI"
"T304802123",8,"Vegetables","Summer",7,3,2,2,1,20,3,4,80,25,2018,"1","Treatment",1,40,"BRINJAL"
"T304802123",14,"Vegetables","Summer",7,3,2,2,1,5,150,5,100,25,2018,"1","Treatment",1,10,"BOTTLE"
"T304706130",8,"Vegetables","Monsoon",4,12,2,2,1,12,25,1,100,30,2018,"1","Control",0,24,"BRINJAL"
"T304706130",11,"Vegetables","Monsoon",2,7,2,2,1,11,40,3,100,150,2018,"1","Control",0,22,"CHILIES"
"T304706130",44,"Vegetables","Winter",7,11,4,2,1,4,6,4,100,30,2018,"1","Control",0,16,"CAULI"
"T304706130",45,"Vegetables","Winter",7,11,4,2,1,4,8,1,100,30,2018,"1","Control",0,16,"CABBAGE"
"T304706130",8,"Vegetables","Winter",4,12,2,2,1,4,25,1,100,30,2018,"1","Control",0,8,"BRINJAL"
"T304706130",51,"Vegetables","Winter",8,11,2,2,1,3,2,4,100,25,2018,"1","Control",0,6,"RADISH"
"T304706130",7,"Vegetables","Winter",8,11,2,2,1,3,2,4,100,40,2018,"1","Control",0,6,"TOMATO"
"T304706130",11,"Vegetables","Winter",8,11,1,2,1,4,40,3,100,160,2018,"1","Control",0,4,"CHILLIES"
"T304706130",12,"Vegetables","Summer",11,5,5,2,1,7,3,1,100,30,2018,"1","Control",0,35,"CUCUMBER"
"T304706130",10,"Vegetables","Summer",10,3,5,2,1,7,4,1,100,40,2018,"1","Control",0,35,"OKRA"
"T300406089",44,"Vegetables","Winter",7,11,10,2,1,3,10,4,100,20,2018,"1","Treatment",1,30,"CAULI"
"T300406089",47,"Vegetables","Winter",7,10,5,2,1,3,20,1,100,15,2018,"1","Treatment",1,15,"POTATO"
"T300406089",10,"Vegetables","Summer",11,3,5,2,1,7,7,4,100,30,2018,"1","Treatment",1,35,"OKRA"
"T300406089",16,"Vegetables","Summer",11,5,5,2,1,5,5,4,100,25,2018,"1","Treatment",1,25,"SPONGE"
"T300406089",9,"Vegetables","Summer",11,3,5,2,1,14,3,4,100,30,2018,"1","Treatment",1,70,"BITTER"
"T300406089",11,"Vegetables","Summer",11,3,5,2,1,5,5,1,100,100,2018,"1","Treatment",1,25,"CHILLIES"
"T309006004",47,"Vegetables","Winter",8,11,8,2,1,2,16,1,50,12,2018,"2","Control",0,16,"POTATO"
"T300607023",47,"Vegetables","Winter",8,11,2,4,1,2,16,1,50,13,2018,"2","Control",0,4,"POTATO"
"T305404025",47,"Vegetables",NA,8,11,5,2,1,2,5,1,50,12,2018,"2","Control",0,10,"POTATO"
"T302602009",47,"Vegetables","Winter",7,11,5,2,0.5,3,14,1,80,15,2018,"2","Treatment",1,7.5,"POTATO"
"T300901112",47,"Vegetables","Winter",1,12,3,1,0,0,25,1,20,20,2018,"2","Control",0,0,"POTATO"
"T300901112",14,"Vegetables","Winter",8,12,3,1,0,0,50,5,90,5,2018,"2","Control",0,0,"BOTTLE"
"T304802122",37,"Vegetables","Winter",8,3,10,2,1,15,0,0,100,25,2019,"1","Treatment",1,150,"GREEN LEAFY VEGETABLE"
